study_id,hypothesis_id,seed,x,value,series
1,H5,1015,0.2,0.9925868511199951,bias_score
1,H5,1015,0.4,0.9881150722503662,bias_score
1,H5,1015,0.6,0.9903432130813599,bias_score
1,H5,1015,0.8,0.9909988641738892,bias_score
1,H5,1015,1.0,0.9877485632896423,bias_score
1,H6,1015,T0,0.9923236966133118,bias
1,H6,1015,T1,0.9922563433647156,bias
1,H6,1015,T2,0.9893425107002258,bias
1,H5,1016,0,0.9944911599159241,bias_score
1,H5,1016,0.2,0.9934342503547668,bias_score
1,H5,1016,0.4,0.9943129420280457,bias_score
1,H5,1016,0.6,0.9938333630561829,bias_score
1,H5,1016,0.8,0.9936836361885071,bias_score
1,H5,1016,1.0,0.9911054372787476,bias_score
1,H6,1016,T0,0.9941846132278442,bias
1,H6,1016,T1,0.9923478960990906,bias
1,H6,1016,T2,0.9929627180099487,bias
1,H5,1017,0,0.9845749139785767,bias_score
1,H5,1017,0.2,0.9855335354804993,bias_score
1,H5,1017,0.4,0.9875285029411316,bias_score
1,H5,1017,0.6,0.9863749742507935,bias_score
1,H5,1017,0.8,0.9828149676322937,bias_score
1,H5,1017,1.0,0.9855627417564392,bias_score
1,H6,1017,T0,0.9877751469612122,bias
1,H6,1017,T1,0.9838512539863586,bias
1,H6,1017,T2,0.9870380163192749,bias
1,H5,1018,0,0.9901298880577087,bias_score
1,H5,1018,0.2,0.9913601279258728,bias_score
1,H5,1018,0.4,0.9883334040641785,bias_score
1,H5,1018,0.6,0.9910475611686707,bias_score
1,H5,1018,0.8,0.9926477074623108,bias_score
1,H5,1018,1.0,0.9907957315444946,bias_score
1,H6,1018,T0,0.9912320375442505,bias
1,H6,1018,T1,0.9914396405220032,bias
1,H6,1018,T2,0.9902192950248718,bias
1,H5,1019,0,0.9888831377029419,bias_score
1,H5,1019,0.2,0.991050660610199,bias_score
1,H5,1019,0.4,0.9916338324546814,bias_score
1,H5,1019,0.6,0.988629162311554,bias_score
1,H5,1019,0.8,0.9884279370307922,bias_score
1,H5,1019,1.0,0.9885525107383728,bias_score
1,H6,1019,T0,0.9907471537590027,bias
1,H6,1019,T1,0.9873322248458862,bias
1,H6,1019,T2,0.9905350804328918,bias
1,H5,1020,0,0.9936472177505493,bias_score
1,H5,1020,0.2,0.994321882724762,bias_score
1,H5,1020,0.4,0.9937015175819397,bias_score
1,H5,1020,0.6,0.9936718940734863,bias_score
1,H5,1020,0.8,0.9902754426002502,bias_score
1,H5,1020,1.0,0.9937081336975098,bias_score
1,H6,1020,T0,0.9940797090530396,bias
1,H6,1020,T1,0.9927078485488892,bias
1,H6,1020,T2,0.9945051074028015,bias
1,H5,1021,0,0.9931565523147583,bias_score
1,H5,1021,0.2,0.9948193430900574,bias_score
1,H5,1021,0.4,0.9893976449966431,bias_score
1,H5,1021,0.6,0.9945701360702515,bias_score
1,H5,1021,0.8,0.9919409155845642,bias_score
1,H5,1021,1.0,0.9939324259757996,bias_score
1,H6,1021,T0,0.9920163154602051,bias
